"","area","catch_year","ID2","catch_age","back_calc_age","growth","length","log_length","log_growth","log_length_ct","log_length_ct_sq","birth_year","ID","n","test","area2","areaW","areaC"
"75","BT",1987,"196BT",6,4,8.7816206006917,20.7,3.03013370027132,2.17266096928096,0.572769605578342,0.328065021074369,1981,"1987196BT",5,1,"Warm",1,0
"76","BT",1987,"196BT",6,5,8.47965366600767,22.6,3.11794990627824,2.1376696076971,0.660585811585259,0.436373614467755,1981,"1987196BT",5,1,"Warm",1,0
"77","BT",1987,"197BT",5,1,54.654370636807,6.6,1.88706964903238,4.00102918648065,-0.570294445660602,0.325235754751333,1982,"1987197BT",4,1,"Warm",1,0
"78","BT",1987,"197BT",5,2,38.7765531008764,11.4,2.43361335540045,3.65781576244166,-0.0237507392925318,0.000564097616941814,1982,"1987197BT",4,1,"Warm",1,0
"79","BT",1987,"197BT",5,3,10.7144637451328,16.8,2.82137888640921,2.37159458055534,0.364014791716232,0.132506768588212,1982,"1987197BT",4,1,"Warm",1,0
"80","BT",1987,"197BT",5,4,10.1610176410782,18.7,2.92852352386054,2.31855859865795,0.471159429167559,0.2219912076935,1982,"1987197BT",4,1,"Warm",1,0
"81","BT",1987,"203BT",5,1,69.9791723278614,7.5,2.01490302054226,4.24819765960269,-0.442461074150717,0.195771802138606,1982,"1987203BT",4,1,"Warm",1,0
"82","BT",1987,"203BT",5,2,28.1037529733112,15.1,2.71469474382088,3.33590312519074,0.257330649127897,0.066219062980585,1982,"1987203BT",4,1,"Warm",1,0
"83","BT",1987,"203BT",5,3,17.8146185383474,20,2.99573227355399,2.88001938644278,0.538368178861009,0.28984029601012,1982,"1987203BT",4,1,"Warm",1,0
"84","BT",1987,"203BT",5,4,5.29655355799123,23.9,3.17387845893747,1.66705633696236,0.716514364244484,0.513392834168676,1982,"1987203BT",4,1,"Warm",1,0
"85","BT",1988,"114BT",5,1,47.5734303954721,8.7,2.16332302566054,3.86227442042507,-0.294041069032444,0.0864601502777424,1983,"1988114BT",4,1,"Warm",1,0
"86","BT",1988,"114BT",5,2,30.0104592450338,14,2.63905732961526,3.40154596240196,0.181693234922277,0.0330124316165217,1983,"1988114BT",4,1,"Warm",1,0
"87","BT",1988,"114BT",5,3,30.7329069835578,18.9,2.9391619220656,3.42533396924586,0.481797827372615,0.232129146460972,1983,"1988114BT",4,1,"Warm",1,0
"88","BT",1988,"114BT",5,4,8.92785844385258,25.7,3.24649099190117,2.18917655021001,0.789126897208193,0.622721259897429,1983,"1988114BT",4,1,"Warm",1,0
"89","BT",1988,"142BT",5,1,65.5119784970706,6.7,1.90210752639692,4.18223300373897,-0.555256568296061,0.308309856635918,1983,"1988142BT",4,1,"Warm",1,0
"90","BT",1988,"142BT",5,2,6.74412807955327,12.9,2.55722731136763,1.9086722121493,0.0998632166746449,0.00997266204460708,1983,"1988142BT",4,1,"Warm",1,0
"91","BT",1988,"142BT",5,3,25.452986513488,13.8,2.62466859216316,3.23683308438241,0.167304497470178,0.0279907948737487,1983,"1988142BT",4,1,"Warm",1,0
"92","BT",1988,"142BT",5,4,5.46584125378642,17.8,2.87919845729804,1.69851804460086,0.421834362605058,0.177944229474416,1983,"1988142BT",4,1,"Warm",1,0
"93","BT",1988,"160BT",7,1,51.0825623765991,8.7,2.16332302566054,3.93344319389597,-0.294041069032444,0.0864601502777424,1981,"1988160BT",6,1,"Warm",1,0
"94","BT",1988,"160BT",7,2,32.6571165638502,14.5,2.67414864942653,3.48606279717363,0.216784554733547,0.0469955431710223,1981,"1988160BT",6,1,"Warm",1,0
"95","BT",1988,"160BT",7,3,16.0526896966534,20.1,3.00071981506503,2.77587641788168,0.543355720372049,0.295235438861028,1981,"1988160BT",6,1,"Warm",1,0
"96","BT",1988,"160BT",7,4,7.35024619929261,23.6,3.16124671203156,1.99473380916615,0.703882617338583,0.495450738991414,1981,"1988160BT",6,1,"Warm",1,0
"97","BT",1988,"160BT",7,5,6.10876919798384,25.4,3.23474917402449,1.80972531229978,0.777385079331509,0.604327561567257,1981,"1988160BT",6,1,"Warm",1,0
"98","BT",1988,"160BT",7,6,4.70249386448627,27,3.29583686600433,1.54809297745775,0.838472771311348,0.703036588230531,1981,"1988160BT",6,1,"Warm",1,0
"99","BT",1988,"167BT",5,1,45.1985123743057,8.4,2.12823170584927,3.81106417422369,-0.329132388843714,0.10832812938597,1983,"1988167BT",4,1,"Warm",1,0
"100","BT",1988,"167BT",5,2,28.1984051337143,13.2,2.58021682959233,3.3392654208027,0.122852734899344,0.0150927944722484,1983,"1988167BT",4,1,"Warm",1,0
"101","BT",1988,"167BT",5,3,25.5749025348772,17.5,2.86220088092947,3.24161150087743,0.404836786236487,0.163892823490287,1983,"1988167BT",4,1,"Warm",1,0
"102","BT",1988,"167BT",5,4,19.6236098394285,22.6,3.11794990627824,2.97673342495201,0.660585811585259,0.436373614467755,1983,"1988167BT",4,1,"Warm",1,0
"103","BT",1988,"169BT",6,1,48.4245985961279,6.1,1.80828877117927,3.88000792007188,-0.649075323513716,0.421298775594435,1982,"1988169BT",5,1,"Warm",1,0
"104","BT",1988,"169BT",6,2,27.2414600320992,9.9,2.29253475714054,3.30474007867385,-0.164829337552437,0.0271687105179753,1982,"1988169BT",5,1,"Warm",1,0
"105","BT",1988,"169BT",6,3,14.9745386359342,13,2.56494935746154,2.70635133457427,0.107585262768555,0.0115745887649791,1982,"1988169BT",5,1,"Warm",1,0
"106","BT",1988,"169BT",6,4,14.750613710859,15.1,2.71469474382088,2.69128468943612,0.257330649127897,0.066219062980585,1982,"1988169BT",5,1,"Warm",1,0
"107","BT",1988,"169BT",6,5,12.8518850800978,17.5,2.86220088092947,2.5534904994223,0.404836786236487,0.163892823490287,1982,"1988169BT",5,1,"Warm",1,0
"108","BT",1988,"176BT",6,1,40.0477566597125,6.7,1.90210752639692,3.69007265845523,-0.555256568296061,0.308309856635918,1982,"1988176BT",5,1,"Warm",1,0
"109","BT",1988,"176BT",6,2,50.0775287912489,10,2.30258509299405,3.91357238035166,-0.154779001698936,0.0239565393669191,1982,"1988176BT",5,1,"Warm",1,0
"110","BT",1988,"176BT",6,3,15.1549898127201,16.5,2.80336038090653,2.71832983830368,0.345996286213553,0.119713430073571,1982,"1988176BT",5,1,"Warm",1,0
"111","BT",1988,"176BT",6,4,14.0667329489971,19.2,2.95491027903374,2.64381264437677,0.497546184340754,0.247552205552044,1982,"1988176BT",5,1,"Warm",1,0
"112","BT",1988,"176BT",6,5,4.85746701485574,22.1,3.09557760852371,1.5805171116866,0.638213513830725,0.407316489236162,1982,"1988176BT",5,1,"Warm",1,0
"113","BT",1988,"180BT",6,1,53.062825106217,6,1.79175946922805,3.9714765909073,-0.665604625464927,0.443029517440305,1982,"1988180BT",5,1,"Warm",1,0
"114","BT",1988,"180BT",6,2,31.6669609325033,10.2,2.32238772029023,3.45527389549462,-0.134976374402756,0.0182186216469131,1982,"1988180BT",5,1,"Warm",1,0
"115","BT",1988,"180BT",6,3,16.4303051291276,14,2.63905732961526,2.79912750333915,0.181693234922277,0.0330124316165217,1982,"1988180BT",5,1,"Warm",1,0
"116","BT",1988,"180BT",6,4,18.7359350823912,16.5,2.80336038090653,2.93044334198979,0.345996286213553,0.119713430073571,1982,"1988180BT",5,1,"Warm",1,0
"117","BT",1988,"180BT",6,5,7.26711902973589,19.9,2.99071973173045,1.98335993098789,0.533355637037465,0.28446823555964,1982,"1988180BT",5,1,"Warm",1,0
"118","BT",1988,"188BT",5,1,53.8996500732687,8.4,2.12823170584927,3.98712398574673,-0.329132388843714,0.10832812938597,1983,"1988188BT",4,1,"Warm",1,0
"119","BT",1988,"188BT",5,2,23.4193387500795,14.4,2.66722820658195,3.15356212335934,0.209864111888973,0.0440429454589475,1983,"1988188BT",4,1,"Warm",1,0
"120","BT",1988,"188BT",5,3,17.127172060737,18.2,2.90142159408275,2.8406662117688,0.444057499389768,0.197187062764294,1983,"1988188BT",4,1,"Warm",1,0
"121","BT",1988,"188BT",5,4,11.7783035656383,21.6,3.07269331469012,2.46625915814493,0.615329219997138,0.378630048982286,1983,"1988188BT",4,1,"Warm",1,0
"122","BT",1988,"27BT",5,1,55.594605904646,7.8,2.05412373369555,4.01808618044668,-0.403240360997435,0.162602788737342,1983,"198827BT",4,1,"Warm",1,0
"123","BT",1988,"27BT",5,2,28.5842145529774,13.6,2.61006979274201,3.35285462674448,0.152705698049025,0.02331903021664,1983,"198827BT",4,1,"Warm",1,0
"124","BT",1988,"27BT",5,3,23.958227765737,18.1,2.89591193827178,3.17631180414002,0.438547843578799,0.192324211107614,1983,"198827BT",4,1,"Warm",1,0
"125","BT",1988,"27BT",5,4,9.53101798043248,23,3.13549421592915,2.2545515304748,0.678130121236168,0.45986046132778,1983,"198827BT",4,1,"Warm",1,0
"126","BT",1988,"3BT",6,1,45.6758402495715,7.6,2.02814824729229,3.82156949836353,-0.429215847400696,0.184226243659898,1982,"19883BT",5,1,"Warm",1,0
"127","BT",1988,"3BT",6,2,20.9720530982069,12,2.484906649788,3.04319074656894,0.0275425550950188,0.000758592341162146,1982,"19883BT",5,1,"Warm",1,0
"128","BT",1988,"3BT",6,3,20.679441331268,14.8,2.69462718077007,3.02914003434631,0.237263086077088,0.0562937720148235,1982,"19883BT",5,1,"Warm",1,0
"129","BT",1988,"3BT",6,4,18.0488375712294,18.2,2.90142159408275,2.89308128221918,0.444057499389768,0.197187062764294,1982,"19883BT",5,1,"Warm",1,0
"130","BT",1988,"3BT",6,5,8.77756108823857,21.8,3.08190996979504,2.17219858867606,0.624545875102062,0.390057550107,1982,"19883BT",5,1,"Warm",1,0
"131","BT",1988,"66BT",5,1,46.2623521948113,8.5,2.14006616349627,3.8343285027828,-0.317297931196711,0.100677977141713,1983,"198866BT",4,1,"Warm",1,0
"132","BT",1988,"66BT",5,2,30.4211374402992,13.5,2.60268968544438,3.41513767733195,0.145325590751402,0.021119527327244,1983,"198866BT",4,1,"Warm",1,0
"133","BT",1988,"66BT",5,3,19.3191229030858,18.3,2.90690105984738,2.96109542936283,0.449536965154394,0.202083483040223,1983,"198866BT",4,1,"Warm",1,0
"134","BT",1988,"66BT",5,4,8.6260344284407,22.2,3.10009228887823,2.1547848894582,0.642728194185252,0.413099531600635,1983,"198866BT",4,1,"Warm",1,0
"135","BT",1988,"82BT",7,1,44.2852640179785,7,1.94591014905531,3.79065198103622,-0.511453945637668,0.261585138508339,1981,"198882BT",6,1,"Warm",1,0
"136","BT",1988,"82BT",7,2,25.7412008149025,10.9,2.3887627892351,3.24809285278544,-0.0686013054578836,0.00470613911052585,1981,"198882BT",6,1,"Warm",1,0
"137","BT",1988,"82BT",7,3,15.7185583522412,14.1,2.64617479738412,2.75484207492294,0.188810702691141,0.0356494814507224,1981,"198882BT",6,1,"Warm",1,0
"138","BT",1988,"82BT",7,4,5.88405000229337,16.5,2.80336038090653,1.77224530071351,0.345996286213553,0.119713430073571,1981,"198882BT",6,1,"Warm",1,0
"139","BT",1988,"82BT",7,5,13.3531392624522,17.5,2.86220088092947,2.59175150794814,0.404836786236487,0.163892823490287,1981,"198882BT",6,1,"Warm",1,0
"140","BT",1988,"82BT",7,6,2.95588022415445,20,2.99573227355399,1.08379648269616,0.538368178861009,0.28984029601012,1981,"198882BT",6,1,"Warm",1,0
"141","BT",1988,"85BT",7,1,37.7762505558829,6.1,1.80828877117927,3.63168061299489,-0.649075323513716,0.421298775594435,1981,"198885BT",6,1,"Warm",1,0
"142","BT",1988,"85BT",7,2,34.7645537219338,8.9,2.18605127673809,3.54859829647545,-0.271312817954887,0.0736106451866219,1981,"198885BT",6,1,"Warm",1,0
"143","BT",1988,"85BT",7,3,20.0670695462152,12.6,2.53369681395743,2.99908014049904,0.0763327192644505,0.00582668403030541,1981,"198885BT",6,1,"Warm",1,0
"144","BT",1988,"85BT",7,4,69.9619695065563,15.4,2.73436750941958,4.24795180164889,0.277003414726602,0.0767308917701979,1981,"198885BT",6,1,"Warm",1,0
"145","BT",1988,"85BT",7,5,18.2321556793955,31,3.43398720448515,2.90318683070659,0.976623109792165,0.953792698580119,1981,"198885BT",6,1,"Warm",1,0
"146","BT",1988,"85BT",7,6,6.50424264140437,37.2,3.6163087612791,1.87245467803863,1.15894466658612,1.34315274020841,1981,"198885BT",6,1,"Warm",1,0
"147","BT",1988,"87BT",5,1,51.8793793415167,7.5,2.01490302054226,3.94892139602889,-0.442461074150717,0.195771802138606,1983,"198887BT",4,1,"Warm",1,0
"148","BT",1988,"87BT",5,2,20.7143209967769,12.6,2.53369681395743,3.03082529665649,0.0763327192644505,0.00582668403030541,1983,"198887BT",4,1,"Warm",1,0
"149","BT",1988,"87BT",5,3,14.3960688921508,15.5,2.7408400239252,2.66695517571178,0.283475929232219,0.0803586024540702,1983,"198887BT",4,1,"Warm",1,0
"150","BT",1988,"87BT",5,4,9.07288533897628,17.9,2.88480071284671,2.20529033249894,0.427436618153727,0.182702062538695,1983,"198887BT",4,1,"Warm",1,0
"151","BT",1988,"90BT",5,1,46.3961314789773,8.3,2.11625551480255,3.83721608245856,-0.341108579890429,0.116355063274865,1983,"198890BT",4,1,"Warm",1,0
"152","BT",1988,"90BT",5,2,35.8945092473272,13.2,2.58021682959233,3.58058433803993,0.122852734899344,0.0150927944722484,1983,"198890BT",4,1,"Warm",1,0
"153","BT",1988,"90BT",5,3,26.358452087272,18.9,2.9391619220656,3.27178898587945,0.481797827372615,0.232129146460972,1983,"198890BT",4,1,"Warm",1,0
"154","BT",1988,"90BT",5,4,10.0470530363634,24.6,3.20274644293832,2.30727936129211,0.745382348245335,0.555594845075731,1983,"198890BT",4,1,"Warm",1,0
"155","BT",1989,"11BT",5,1,57.9818495252942,5.6,1.7227665977411,4.06013002235166,-0.734597496951878,0.539633482527965,1984,"198911BT",4,1,"Warm",1,0
"156","BT",1989,"11BT",5,2,27.002713721306,10,2.30258509299405,3.29593736915024,-0.154779001698936,0.0239565393669191,1984,"198911BT",4,1,"Warm",1,0
"157","BT",1989,"11BT",5,3,25.4701391721922,13.1,2.57261223020711,3.23750675313789,0.115248135514124,0.0132821327394819,1984,"198911BT",4,1,"Warm",1,0
"158","BT",1989,"11BT",5,4,5.74870909176814,16.9,2.82731362192903,1.74897532382461,0.369949527236046,0.136862652702174,1984,"198911BT",4,1,"Warm",1,0
"159","BT",1989,"128BT",5,1,60.3916046832003,8.2,2.10413415427021,4.10085009996877,-0.353229940422774,0.124771390811077,1984,"1989128BT",4,1,"Warm",1,0
"160","BT",1989,"128BT",5,2,33.1698957868555,15,2.70805020110221,3.50164271116492,0.250686106409229,0.062843523946619,1984,"1989128BT",4,1,"Warm",1,0
"161","BT",1989,"128BT",5,3,14.6603474191876,20.9,3.03974915897077,2.6851463946216,0.582385064277783,0.339172363093838,1984,"1989128BT",4,1,"Warm",1,0
"162","BT",1989,"128BT",5,4,11.6864340139311,24.2,3.18635263316264,2.45842868309097,0.728988538469659,0.53142428922013,1984,"1989128BT",4,1,"Warm",1,0
