"","year","area","age","catch_n","effort_id","n_nets_year_test","n_nets_year","cpue_numbers_test","cpue_numbers","log_cpue","area2","cohort"
"28",1989,"FM",7,33,"1989.FM",8,48,4.125,0.6875,-0.374693449441411,"Cold",1982
"29",1989,"FM",8,17,"1989.FM",8,48,2.125,0.354166666666667,-1.03798766685167,"Cold",1981
"30",1990,"BT",3,97,"1990.BT",5,30,19.4,3.23333333333333,1.17351359684123,"Warm",1987
"31",1990,"BT",4,39,"1990.BT",5,30,7.8,1.3,0.262364264467491,"Warm",1986
"32",1990,"BT",5,21,"1990.BT",5,30,4.2,0.7,-0.356674943938732,"Warm",1985
"33",1990,"BT",6,22,"1990.BT",5,30,4.4,0.733333333333333,-0.31015492830384,"Warm",1984
"34",1990,"BT",7,9,"1990.BT",5,30,1.8,0.3,-1.20397280432594,"Warm",1983
"35",1990,"BT",8,2,"1990.BT",5,30,0.4,0.0666666666666667,-2.70805020110221,"Warm",1982
"36",1990,"BT",9,6,"1990.BT",5,30,1.2,0.2,-1.6094379124341,"Warm",1981
"37",1990,"FM",3,1064,"1990.FM",8,48,133,22.1666666666667,3.0985896589937,"Cold",1987
"38",1990,"FM",4,518,"1990.FM",8,48,64.75,10.7916666666667,2.37877423135159,"Cold",1986
"39",1990,"FM",5,197,"1990.FM",8,48,24.625,4.10416666666667,1.4120027178301,"Cold",1985
"40",1990,"FM",6,84,"1990.FM",8,48,10.5,1.75,0.559615787935423,"Cold",1984
"41",1990,"FM",7,44,"1990.FM",8,48,5.5,0.916666666666667,-0.0870113769896298,"Cold",1983
"42",1990,"FM",8,30,"1990.FM",8,48,3.75,0.625,-0.470003629245736,"Cold",1982
"43",1990,"FM",9,6,"1990.FM",8,48,0.75,0.125,-2.07944154167984,"Cold",1981
"44",1991,"BT",3,102,"1991.BT",5,29,20.4,3.51724137931034,1.2576769832978,"Warm",1988
"45",1991,"BT",4,30,"1991.BT",5,29,6,1.03448275862069,0.0339015516756814,"Warm",1987
"46",1991,"BT",5,6,"1991.BT",5,29,1.2,0.206896551724138,-1.57553636075842,"Warm",1986
"47",1991,"BT",6,4,"1991.BT",5,29,0.8,0.137931034482759,-1.98100146886658,"Warm",1985
"48",1991,"BT",7,7,"1991.BT",5,29,1.4,0.241379310344828,-1.42138568093116,"Warm",1984
"49",1991,"BT",9,3,"1991.BT",5,29,0.6,0.103448275862069,-2.26868354131836,"Warm",1982
"50",1991,"FM",3,1670,"1991.FM",8,48,208.75,34.7916666666667,3.54937789450291,"Cold",1988
"51",1991,"FM",4,952,"1991.FM",8,48,119,19.8333333333333,2.98736402388347,"Cold",1987
"52",1991,"FM",5,362,"1991.FM",8,48,45.25,7.54166666666667,2.02044320091788,"Cold",1986
"53",1991,"FM",6,193,"1991.FM",8,48,24.125,4.02083333333333,1.39148917799699,"Cold",1985
"54",1991,"FM",7,100,"1991.FM",8,48,12.5,2.08333333333333,0.733969175080201,"Cold",1984
"55",1991,"FM",8,52,"1991.FM",8,48,6.5,1.08333333333333,0.0800427076735364,"Cold",1983
"56",1991,"FM",9,16,"1991.FM",8,48,2,0.333333333333333,-1.09861228866811,"Cold",1982
"57",1992,"BT",3,125,"1992.BT",5,30,25,4.16666666666667,1.42711635564015,"Warm",1989
"58",1992,"BT",4,54,"1992.BT",5,30,10.8,1.8,0.587786664902119,"Warm",1988
"59",1992,"BT",5,22,"1992.BT",5,30,4.4,0.733333333333333,-0.31015492830384,"Warm",1987
"60",1992,"BT",6,13,"1992.BT",5,30,2.6,0.433333333333333,-0.836248024200619,"Warm",1986
"61",1992,"BT",7,11,"1992.BT",5,30,2.2,0.366666666666667,-1.00330210886378,"Warm",1985
"62",1992,"BT",8,4,"1992.BT",5,30,0.8,0.133333333333333,-2.01490302054226,"Warm",1984
"63",1992,"FM",3,785,"1992.FM",8,48,98.125,16.3541666666667,2.79448270687452,"Cold",1989
"64",1992,"FM",4,406,"1992.FM",8,48,50.75,8.45833333333333,2.13515214869384,"Cold",1988
"65",1992,"FM",5,176,"1992.FM",8,48,22,3.66666666666667,1.29928298413026,"Cold",1987
"66",1992,"FM",6,100,"1992.FM",8,48,12.5,2.08333333333333,0.733969175080201,"Cold",1986
"67",1992,"FM",7,62,"1992.FM",8,48,7.75,1.29166666666667,0.255933374137201,"Cold",1985
"68",1992,"FM",8,53,"1992.FM",8,48,6.625,1.10416666666667,0.099090902644231,"Cold",1984
"69",1992,"FM",9,15,"1992.FM",8,48,1.875,0.3125,-1.16315080980568,"Cold",1983
"70",1993,"BT",3,284,"1993.BT",5,29,56.8,9.79310344827586,2.28167840817473,"Warm",1990
"71",1993,"BT",4,119,"1993.BT",5,29,23.8,4.10344827586207,1.41182766312506,"Warm",1989
"72",1993,"BT",5,30,"1993.BT",5,29,6,1.03448275862069,0.0339015516756814,"Warm",1988
"73",1993,"BT",6,13,"1993.BT",5,29,2.6,0.448275862068966,-0.802346472524937,"Warm",1987
"74",1993,"BT",7,5,"1993.BT",5,29,1,0.172413793103448,-1.75785791755237,"Warm",1986
"75",1993,"BT",8,4,"1993.BT",5,29,0.8,0.137931034482759,-1.98100146886658,"Warm",1985
"76",1993,"FM",3,1089,"1993.FM",8,48,136.125,22.6875,3.12181411202507,"Cold",1990
"77",1993,"FM",4,499,"1993.FM",8,48,62.375,10.3958333333333,2.34140508484363,"Cold",1989
"78",1993,"FM",5,204,"1993.FM",8,48,25.5,4.25,1.44691898293633,"Cold",1988
"79",1993,"FM",6,81,"1993.FM",8,48,10.125,1.6875,0.523248143764548,"Cold",1987
"80",1993,"FM",7,40,"1993.FM",8,48,5,0.833333333333333,-0.182321556793955,"Cold",1986
"81",1993,"FM",8,33,"1993.FM",8,48,4.125,0.6875,-0.374693449441411,"Cold",1985
"82",1993,"FM",9,13,"1993.FM",8,48,1.625,0.270833333333333,-1.30625165344635,"Cold",1984
"83",1994,"BT",3,176,"1994.BT",5,30,35.2,5.86666666666667,1.769286613376,"Warm",1991
"84",1994,"BT",4,96,"1994.BT",5,30,19.2,3.2,1.16315080980568,"Warm",1990
"85",1994,"BT",5,40,"1994.BT",5,30,8,1.33333333333333,0.287682072451781,"Warm",1989
"86",1994,"BT",6,25,"1994.BT",5,30,5,0.833333333333333,-0.182321556793955,"Warm",1988
"87",1994,"BT",7,11,"1994.BT",5,30,2.2,0.366666666666667,-1.00330210886378,"Warm",1987
"88",1994,"BT",8,6,"1994.BT",5,30,1.2,0.2,-1.6094379124341,"Warm",1986
"89",1994,"BT",9,2,"1994.BT",5,30,0.4,0.0666666666666667,-2.70805020110221,"Warm",1985
"90",1994,"FM",3,1325,"1994.FM",8,48,165.625,27.6041666666667,3.31796672751243,"Cold",1991
"91",1994,"FM",4,561,"1994.FM",8,48,70.125,11.6875,2.45851989461481,"Cold",1990
"92",1994,"FM",5,205,"1994.FM",8,48,25.625,4.27083333333333,1.45180896823052,"Cold",1989
"93",1994,"FM",6,60,"1994.FM",8,48,7.5,1.25,0.22314355131421,"Cold",1988
"94",1994,"FM",7,33,"1994.FM",8,48,4.125,0.6875,-0.374693449441411,"Cold",1987
"95",1994,"FM",8,46,"1994.FM",8,48,5.75,0.958333333333333,-0.0425596144187959,"Cold",1986
"96",1994,"FM",9,24,"1994.FM",8,48,3,0.5,-0.693147180559945,"Cold",1985
"97",1995,"BT",3,154,"1995.BT",5,29,30.8,5.31034482758621,1.66965677242716,"Warm",1992
"98",1995,"BT",4,94,"1995.BT",5,29,18.8,3.24137931034483,1.17599895228353,"Warm",1991
"99",1995,"BT",5,48,"1995.BT",5,29,9.6,1.6551724137931,0.503905180921417,"Warm",1990
"100",1995,"BT",6,27,"1995.BT",5,29,5.4,0.931034482758621,-0.071458963982145,"Warm",1989
"101",1995,"BT",7,20,"1995.BT",5,29,4,0.689655172413793,-0.371563556432483,"Warm",1988
"102",1995,"BT",8,5,"1995.BT",5,29,1,0.172413793103448,-1.75785791755237,"Warm",1987
"103",1995,"BT",9,1,"1995.BT",5,29,0.2,0.0344827586206897,-3.36729582998647,"Warm",1986
"104",1995,"FM",3,1588,"1995.FM",8,48,198.5,33.0833333333333,3.49902963089919,"Cold",1992
"105",1995,"FM",4,903,"1995.FM",8,48,112.875,18.8125,2.93452154250909,"Cold",1991
"106",1995,"FM",5,308,"1995.FM",8,48,38.5,6.41666666666667,1.85889877206568,"Cold",1990
"107",1995,"FM",6,137,"1995.FM",8,48,17.125,2.85416666666667,1.04877991492023,"Cold",1989
"108",1995,"FM",7,50,"1995.FM",8,48,6.25,1.04166666666667,0.0408219945202552,"Cold",1988
"109",1995,"FM",8,36,"1995.FM",8,48,4.5,0.75,-0.287682072451781,"Cold",1987
"110",1995,"FM",9,22,"1995.FM",8,48,2.75,0.458333333333333,-0.780158557549575,"Cold",1986
"111",1996,"BT",3,389,"1996.BT",48,78,8.10416666666667,4.98717948717949,1.60687051692885,"Warm",1993
"112",1996,"BT",4,207,"1996.BT",48,78,4.3125,2.65384615384615,0.976009966575777,"Warm",1992
"113",1996,"BT",5,82,"1996.BT",48,78,1.70833333333333,1.05128205128205,0.0500104205746614,"Warm",1991
"114",1996,"BT",6,36,"1996.BT",48,78,0.75,0.461538461538462,-0.773189888233482,"Warm",1990
"115",1996,"BT",7,21,"1996.BT",48,78,0.4375,0.269230769230769,-1.31218638896617,"Warm",1989
"116",1996,"BT",8,4,"1996.BT",48,78,0.0833333333333333,0.0512820512820513,-2.9704144655697,"Warm",1988
"117",1996,"BT",9,1,"1996.BT",48,78,0.0208333333333333,0.0128205128205128,-4.35670882668959,"Warm",1987
"118",1996,"FM",3,1860,"1996.FM",8,48,232.5,38.75,3.65713075579936,"Cold",1993
"119",1996,"FM",4,738,"1996.FM",8,48,92.25,15.375,2.73274281369258,"Cold",1992
"120",1996,"FM",5,282,"1996.FM",8,48,35.25,5.875,1.77070606003022,"Cold",1991
"121",1996,"FM",6,130,"1996.FM",8,48,16.25,2.70833333333333,0.996333439547691,"Cold",1990
"122",1996,"FM",7,69,"1996.FM",8,48,8.625,1.4375,0.362905493689368,"Cold",1989
"123",1996,"FM",8,33,"1996.FM",8,48,4.125,0.6875,-0.374693449441411,"Cold",1988
"124",1996,"FM",9,23,"1996.FM",8,48,2.875,0.479166666666667,-0.735706794978741,"Cold",1987
"125",1997,"BT",3,92,"1997.BT",5,30,18.4,3.06666666666667,1.12059119538689,"Warm",1994
"126",1997,"BT",4,71,"1997.BT",5,30,14.2,2.36666666666667,0.86148249537916,"Warm",1993
"127",1997,"BT",5,40,"1997.BT",5,30,8,1.33333333333333,0.287682072451781,"Warm",1992
"128",1997,"BT",6,22,"1997.BT",5,30,4.4,0.733333333333333,-0.31015492830384,"Warm",1991
"129",1997,"BT",7,7,"1997.BT",5,30,1.4,0.233333333333333,-1.45528723260684,"Warm",1990
"130",1997,"BT",8,2,"1997.BT",5,30,0.4,0.0666666666666667,-2.70805020110221,"Warm",1989
"131",1997,"BT",9,1,"1997.BT",5,30,0.2,0.0333333333333333,-3.40119738166216,"Warm",1988
"132",1997,"FM",3,1555,"1997.FM",8,48,194.375,32.3958333333333,3.47802981370544,"Cold",1994
"133",1997,"FM",4,561,"1997.FM",8,48,70.125,11.6875,2.45851989461481,"Cold",1993
"134",1997,"FM",5,243,"1997.FM",8,48,30.375,5.0625,1.62186043243266,"Cold",1992
"135",1997,"FM",6,132,"1997.FM",8,48,16.5,2.75,1.01160091167848,"Cold",1991
"136",1997,"FM",7,92,"1997.FM",8,48,11.5,1.91666666666667,0.650587566141149,"Cold",1990
"137",1997,"FM",8,63,"1997.FM",8,48,7.875,1.3125,0.271933715483642,"Cold",1989
"138",1997,"FM",9,43,"1997.FM",8,48,5.375,0.895833333333333,-0.110000895214328,"Cold",1988
"139",1998,"BT",3,189,"1998.BT",5,24,37.8,7.875,2.0636931847117,"Warm",1995
"140",1998,"BT",4,98,"1998.BT",5,24,19.6,4.08333333333333,1.40691364832263,"Warm",1994
"141",1998,"BT",5,41,"1998.BT",5,24,8.2,1.70833333333333,0.535518236356362,"Warm",1993
"142",1998,"BT",6,19,"1998.BT",5,24,3.8,0.791666666666667,-0.233614851181505,"Warm",1992
"143",1998,"BT",7,6,"1998.BT",5,24,1.2,0.25,-1.38629436111989,"Warm",1991
"144",1998,"BT",8,2,"1998.BT",5,24,0.4,0.0833333333333333,-2.484906649788,"Warm",1990
"145",1998,"BT",9,1,"1998.BT",5,24,0.2,0.0416666666666667,-3.17805383034795,"Warm",1989
"146",1998,"FM",3,435,"1998.FM",8,46,54.375,9.45652173913044,2.24670463459959,"Cold",1995
"147",1998,"FM",4,223,"1998.FM",8,46,27.875,4.84782608695652,1.57853037497102,"Cold",1994
"148",1998,"FM",5,91,"1998.FM",8,46,11.375,1.97826086956522,0.682218110027755,"Cold",1993
"149",1998,"FM",6,58,"1998.FM",8,46,7.25,1.26086956521739,0.231801614057324,"Cold",1992
"150",1998,"FM",7,49,"1998.FM",8,46,6.125,1.06521739130435,0.0631789016215317,"Cold",1991
"151",1998,"FM",8,25,"1998.FM",8,46,3.125,0.543478260869565,-0.609765571620894,"Cold",1990
"152",1998,"FM",9,21,"1998.FM",8,46,2.625,0.456521739130435,-0.784118958765672,"Cold",1989
"153",1999,"FM",3,1315,"1999.FM",8,48,164.375,27.3958333333333,3.31039093370397,"Cold",1996
"154",1999,"FM",4,836,"1999.FM",8,48,104.5,17.4166666666667,2.85742760217681,"Cold",1995
"155",1999,"FM",5,504,"1999.FM",8,48,63,10.5,2.35137525716348,"Cold",1994
"156",1999,"FM",6,281,"1999.FM",8,48,35.125,5.85416666666667,1.76715365842585,"Cold",1993
"157",1999,"FM",7,189,"1999.FM",8,48,23.625,3.9375,1.37054600415175,"Cold",1992
"158",1999,"FM",8,111,"1999.FM",8,48,13.875,2.3125,0.838329190404443,"Cold",1991
"159",1999,"FM",9,64,"1999.FM",8,48,8,1.33333333333333,0.287682072451781,"Cold",1990
"160",2000,"FM",3,503,"2000.FM",8,48,62.875,10.4791666666667,2.34938915919185,"Cold",1997
"161",2000,"FM",4,335,"2000.FM",8,48,41.875,6.97916666666667,1.94292952091718,"Cold",1996
"162",2000,"FM",5,184,"2000.FM",8,48,23,3.83333333333333,1.34373474670109,"Cold",1995
"163",2000,"FM",6,133,"2000.FM",8,48,16.625,2.77083333333333,1.01914811731386,"Cold",1994
"164",2000,"FM",7,83,"2000.FM",8,48,10.375,1.72916666666667,0.547639596888707,"Cold",1993
"165",2000,"FM",8,55,"2000.FM",8,48,6.875,1.14583333333333,0.13613217432458,"Cold",1992
"166",2000,"FM",9,19,"2000.FM",8,48,2.375,0.395833333333333,-0.926762031741451,"Cold",1991
"167",2001,"BT",3,111,"2001.BT",5,30,22.2,3.7,1.30833281965018,"Warm",1998
"168",2001,"BT",4,80,"2001.BT",5,30,16,2.66666666666667,0.980829253011726,"Warm",1997
"169",2001,"BT",5,44,"2001.BT",5,30,8.8,1.46666666666667,0.382992252256106,"Warm",1996
"170",2001,"BT",6,27,"2001.BT",5,30,5.4,0.9,-0.105360515657826,"Warm",1995
"171",2001,"BT",7,26,"2001.BT",5,30,5.2,0.866666666666667,-0.143100843640673,"Warm",1994
"172",2001,"BT",8,4,"2001.BT",5,30,0.8,0.133333333333333,-2.01490302054226,"Warm",1993
"173",2001,"BT",9,1,"2001.BT",5,30,0.2,0.0333333333333333,-3.40119738166216,"Warm",1992
"174",2001,"FM",3,586,"2001.FM",8,48,73.25,12.2083333333333,2.50211877866912,"Cold",1998
"175",2001,"FM",4,408,"2001.FM",8,48,51,8.5,2.14006616349627,"Cold",1997
"176",2001,"FM",5,256,"2001.FM",8,48,32,5.33333333333333,1.67397643357167,"Cold",1996
"177",2001,"FM",6,175,"2001.FM",8,48,21.875,3.64583333333333,1.29358496301562,"Cold",1995
"178",2001,"FM",7,105,"2001.FM",8,48,13.125,2.1875,0.782759339249632,"Cold",1994
"179",2001,"FM",8,87,"2001.FM",8,48,10.875,1.8125,0.594707107746693,"Cold",1993
"180",2001,"FM",9,34,"2001.FM",8,48,4.25,0.708333333333333,-0.344840486291729,"Cold",1992
"181",2002,"BT",3,48,"2002.BT",5,22,9.6,2.18181818181818,0.780158557549575,"Warm",1999
"182",2002,"BT",4,39,"2002.BT",5,22,7.8,1.77272727272727,0.572519192771331,"Warm",1998
"183",2002,"BT",5,8,"2002.BT",5,22,1.6,0.363636363636364,-1.01160091167848,"Warm",1997
"184",2002,"BT",6,10,"2002.BT",5,22,2,0.454545454545455,-0.78845736036427,"Warm",1996
"185",2002,"BT",7,8,"2002.BT",5,22,1.6,0.363636363636364,-1.01160091167848,"Warm",1995
"186",2002,"BT",8,4,"2002.BT",5,22,0.8,0.181818181818182,-1.70474809223843,"Warm",1994
"187",2002,"BT",9,2,"2002.BT",5,22,0.4,0.0909090909090909,-2.39789527279837,"Warm",1993
"188",2002,"FM",3,567,"2002.FM",8,48,70.875,11.8125,2.46915829281986,"Cold",1999
"189",2002,"FM",4,373,"2002.FM",8,48,46.625,7.77083333333333,2.05037740873592,"Cold",1998
"190",2002,"FM",5,192,"2002.FM",8,48,24,4,1.38629436111989,"Cold",1997
"191",2002,"FM",6,107,"2002.FM",8,48,13.375,2.22916666666667,0.801627823554015,"Cold",1996
"192",2002,"FM",7,73,"2002.FM",8,48,9.125,1.52083333333333,0.4192584302405,"Cold",1995
"193",2002,"FM",8,49,"2002.FM",8,48,6.125,1.02083333333333,0.0206192872027356,"Cold",1994
"194",2002,"FM",9,22,"2002.FM",8,48,2.75,0.458333333333333,-0.780158557549575,"Cold",1993
"195",2003,"BT",3,92,"2003.BT",5,30,18.4,3.06666666666667,1.12059119538689,"Warm",2000
"196",2003,"BT",4,52,"2003.BT",5,30,10.4,1.73333333333333,0.550046336919272,"Warm",1999
"197",2003,"BT",5,24,"2003.BT",5,30,4.8,0.8,-0.22314355131421,"Warm",1998
"198",2003,"BT",6,12,"2003.BT",5,30,2.4,0.4,-0.916290731874155,"Warm",1997
"199",2003,"BT",7,4,"2003.BT",5,30,0.8,0.133333333333333,-2.01490302054226,"Warm",1996
"200",2003,"BT",9,2,"2003.BT",5,30,0.4,0.0666666666666667,-2.70805020110221,"Warm",1994
"201",2003,"FM",3,447,"2003.FM",8,48,55.875,9.3125,2.23135758370568,"Cold",2000
"202",2003,"FM",4,219,"2003.FM",8,48,27.375,4.5625,1.51787071890861,"Cold",1999
"203",2003,"FM",5,103,"2003.FM",8,48,12.875,2.14583333333333,0.763527977321745,"Cold",1998
"204",2003,"FM",6,55,"2003.FM",8,48,6.875,1.14583333333333,0.13613217432458,"Cold",1997
"205",2003,"FM",7,29,"2003.FM",8,48,3.625,0.604166666666667,-0.503905180921417,"Cold",1996
"206",2003,"FM",8,22,"2003.FM",8,48,2.75,0.458333333333333,-0.780158557549575,"Cold",1995
"207",2003,"FM",9,10,"2003.FM",8,48,1.25,0.208333333333333,-1.56861591791385,"Cold",1994
